,Country,Country Code,Year,Exports (% of GDP),FDI (% of GDP),GDP (USD),Imports (% of GDP),Inflation (%),Density (p/km2),Population,Unemployment (% of total labor force)
946,Vietnam,VNM,1962,0.0,0.0,0.0,0.0,0.0,106.0981566,34533889.0,0.0
947,Vietnam,VNM,1963,0.0,0.0,0.0,0.0,0.0,109.1484439,35526727.0,0.0
948,Vietnam,VNM,1964,0.0,0.0,0.0,0.0,0.0,112.1667824,36509166.0,0.0
949,Vietnam,VNM,1965,0.0,0.0,0.0,0.0,0.0,115.1066914,37466077.0,0.0
950,Vietnam,VNM,1966,0.0,0.0,0.0,0.0,0.0,117.9397524,38388210.0,0.0
951,Vietnam,VNM,1967,0.0,0.0,0.0,0.0,0.0,120.6874681,39282564.0,0.0
952,Vietnam,VNM,1968,0.0,0.0,0.0,0.0,0.0,123.3380042,40145287.0,0.0
953,Vietnam,VNM,1969,0.0,0.0,0.0,0.0,0.0,126.0126732,41015865.0,0.0
954,Vietnam,VNM,1970,0.0,0.0,0.0,0.0,0.0,128.8176257,41928849.0,0.0
955,Vietnam,VNM,1971,0.0,0.0,0.0,0.0,0.0,131.852358,42916624.0,0.0
956,Vietnam,VNM,1972,0.0,0.0,0.0,0.0,0.0,134.8920673,43906019.0,0.0
957,Vietnam,VNM,1973,0.0,0.0,0.0,0.0,0.0,137.9190789,44891281.0,0.0
958,Vietnam,VNM,1974,0.0,0.0,0.0,0.0,0.0,141.0141571,45898698.0,0.0
959,Vietnam,VNM,1975,0.0,0.0,0.0,0.0,0.0,144.3043289,46969616.0,0.0
960,Vietnam,VNM,1976,0.0,0.0,0.0,0.0,0.0,147.9725122,48163573.0,0.0
961,Vietnam,VNM,1977,0.0,0.0,0.0,0.0,0.0,151.8269378,49418150.0,0.0
962,Vietnam,VNM,1978,0.0,0.0,0.0,0.0,0.0,155.7696335,50701458.0,0.0
963,Vietnam,VNM,1979,0.0,0.0,0.0,0.0,0.0,159.2411103,51831389.0,0.0
964,Vietnam,VNM,1980,0.0,0.0,0.0,0.0,0.0,162.7339396,52968270.0,0.0
965,Vietnam,VNM,1981,0.0,0.0,0.0,0.0,0.0,166.7651664,54280394.0,0.0
966,Vietnam,VNM,1982,0.0,0.0,0.0,0.0,0.0,170.9181634,55632153.0,0.0
967,Vietnam,VNM,1983,0.0,0.0,0.0,0.0,0.0,175.1557467,57011444.0,0.0
968,Vietnam,VNM,1984,0.0,0.0,34363461871.0,0.0,0.0,179.44288,58406863.0,0.0
969,Vietnam,VNM,1985,0.0,-0.00056759,35671285633.0,0.0,0.0,183.7577591,59811313.0,0.0
970,Vietnam,VNM,1986,6.622539299,0.00015188,36666261798.0,16.59615503,0.0,188.0890565,61221107.0,0.0
971,Vietnam,VNM,1987,6.001428373,0.028271245,37980186154.0,14.7971782,0.0,192.4200037,62630787.0,0.0
972,Vietnam,VNM,1988,3.945298226,0.0302079,39930473146.0,15.00518886,0.0,196.7418784,64037514.0,0.0
973,Vietnam,VNM,1989,23.84935779,0.064671902,42871157989.0,34.05510436,0.0,201.1317122,65466361.0,0.0
974,Vietnam,VNM,1990,36.03861364,2.78132276,45057980664.0,45.2770843,0.0,205.5750192,66912613.0,0.0
975,Vietnam,VNM,1991,30.91503934,3.9027968,47743816570.0,36.03191306,0.0,210.018188,68358820.0,2.124
976,Vietnam,VNM,1992,34.74559582,4.803347775,51871769610.0,38.83128931,0.0,214.4113398,69788747.0,1.938
977,Vietnam,VNM,1993,28.72278267,7.027592564,56059237858.0,37.48948448,0.0,218.674629,71176405.0,1.989
978,Vietnam,VNM,1994,34.01312864,11.93948283,61014303214.0,43.4600693,0.0,222.7444376,72501087.0,1.945
979,Vietnam,VNM,1995,32.81285533,8.585965855,66835360716.0,41.90841059,0.0,226.6094504,73759110.0,1.907
980,Vietnam,VNM,1996,40.86848743,9.713080637,73077795100.0,51.83725938,5.675,230.2572982,74946448.0,1.93
981,Vietnam,VNM,1997,43.10270675,8.270096758,79035158447.0,51.24177732,3.209526063,233.674162,76058603.0,2.87
982,Vietnam,VNM,1998,44.84830338,6.141214403,83591104956.0,52.15294513,7.266198044,236.9609635,77128424.0,2.29
983,Vietnam,VNM,1999,49.96624597,4.922663457,87581398976.0,52.82116063,4.117102358,240.0187809,78123713.0,2.33
984,Vietnam,VNM,2000,53.92149701,4.16392408,93525825639.0,57.49559741,-1.710337279,253.9739664,79001142.0,2.26
985,Vietnam,VNM,2001,55.06193328,3.977335462,99317780240.0,56.89400472,-0.431544512,256.5745508,79817777.0,2.76
986,Vietnam,VNM,2002,54.73913369,3.992687051,105595000000.0,61.95773496,3.830828382,259.6757624,80642308.0,2.12
987,Vietnam,VNM,2003,56.67325792,3.666012292,112881000000.0,67.65469652,3.234648173,262.7659077,81475825.0,2.25
988,Vietnam,VNM,2004,59.73104141,3.544081073,121388000000.0,73.28545645,7.754947487,265.4601445,82311227.0,2.14
989,Vietnam,VNM,2005,63.69949267,3.390403646,130549000000.0,67.01535337,8.284572431,265.7680997,83142095.0,2.094
990,Vietnam,VNM,2006,67.71681433,3.616000904,139659000000.0,70.59680754,7.418017151,268.3923976,83951800.0,2.086
991,Vietnam,VNM,2007,70.5178746,8.654717714,149616000000.0,84.08750939,8.344448898,271.1889281,84762269.0,2.03
992,Vietnam,VNM,2008,70.33669194,9.663039055,158087000000.0,83.98078769,23.11544835,273.6554675,85597241.0,1.927
993,Vietnam,VNM,2009,62.60888407,7.168819875,166620000000.0,72.09743366,6.7169827,276.5135247,86482923.0,1.74
994,Vietnam,VNM,2010,54.17584876,5.43473964,177322000000.0,59.80184631,9.207466488,279.0063391,87411012.0,1.11
995,Vietnam,VNM,2011,61.18016114,4.304874726,188694000000.0,64.08042813,18.67773228,282.0096685,88349117.0,1.0
996,Vietnam,VNM,2012,63.47392901,4.278323181,199081000000.0,59.7501965,9.094703396,284.8917906,89301326.0,1.03
997,Vietnam,VNM,2013,66.80044018,4.164544807,210137000000.0,64.0459034,6.592674759,288.3885786,90267739.0,1.32
998,Vietnam,VNM,2014,69.59857056,3.940861635,223633000000.0,65.81194126,4.084554466,291.1421414,91235504.0,1.26
999,Vietnam,VNM,2015,72.92284781,4.931907477,239258000000.0,71.99137253,0.631200905,294.1812351,92191398.0,1.85
1000,Vietnam,VNM,2016,74.10728551,4.900893022,255265000000.0,71.30222164,2.66824817,297.1614298,93126529.0,1.85
1001,Vietnam,VNM,2017,81.76251628,5.011486867,272981000000.0,79.21755571,3.520256888,300.0387616,94033048.0,1.87
1002,Vietnam,VNM,2018,84.42345759,4.998283289,293359000000.0,80.24048222,3.539628059,302.825616,94914330.0,1.16
1003,Vietnam,VNM,2019,85.15759031,4.821075049,314948000000.0,79.54663042,2.795823675,305.5770717,95776716.0,1.68
1004,Vietnam,VNM,2020,84.38159482,4.558361808,323972000000.0,78.86426261,3.220934367,308.3591021,96648685.0,2.1
1005,Vietnam,VNM,2021,93.29165167,4.277080639,332271000000.0,93.17653158,1.834715548,308.3591021,97468029.0,2.38
